Date,Close
16-Mar-20,60.55
17-Mar-20,63.22
18-Mar-20,61.67
19-Mar-20,61.2
20-Mar-20,57.31
23-Mar-20,56.09
24-Mar-20,61.72
25-Mar-20,61.38
26-Mar-20,64.61
27-Mar-20,61.94
30-Mar-20,63.7
31-Mar-20,63.57
01-Apr-20,60.23
02-Apr-20,61.23
03-Apr-20,60.35
06-Apr-20,65.62
07-Apr-20,64.86
08-Apr-20,66.52
09-Apr-20,67
13-Apr-20,68.31
14-Apr-20,71.76
15-Apr-20,71.11
16-Apr-20,71.67
17-Apr-20,70.7
20-Apr-20,69.23
21-Apr-20,67.09
22-Apr-20,69.03
23-Apr-20,68.76
24-Apr-20,70.74
27-Apr-20,70.79
28-Apr-20,69.65
29-Apr-20,71.93
30-Apr-20,73.45
01-May-20,72.27
04-May-20,73.29
05-May-20,74.39
06-May-20,75.16
07-May-20,75.94
08-May-20,77.53
11-May-20,78.75
12-May-20,77.85
13-May-20,76.91
14-May-20,77.39
15-May-20,76.93
18-May-20,78.74
19-May-20,78.29
20-May-20,79.81
21-May-20,79.21
22-May-20,79.72
26-May-20,79.18
27-May-20,79.53
28-May-20,79.56
29-May-20,79.49
01-Jun-20,80.46
02-Jun-20,80.83
03-Jun-20,81.28
04-Jun-20,80.58
05-Jun-20,82.88
08-Jun-20,83.37
09-Jun-20,86
10-Jun-20,88.21
11-Jun-20,83.98
12-Jun-20,84.7
15-Jun-20,85.75
16-Jun-20,88.02
17-Jun-20,87.9
18-Jun-20,87.93
19-Jun-20,87.43
22-Jun-20,89.72
23-Jun-20,91.63
24-Jun-20,90.02
25-Jun-20,91.21
26-Jun-20,88.41
29-Jun-20,90.45
30-Jun-20,91.2
01-Jul-20,91.03
02-Jul-20,91.03
06-Jul-20,93.46
07-Jul-20,93.17
08-Jul-20,95.34
09-Jul-20,95.68
10-Jul-20,95.92
13-Jul-20,95.48
14-Jul-20,97.06
15-Jul-20,97.73
16-Jul-20,96.52
17-Jul-20,96.33
20-Jul-20,98.36
21-Jul-20,97
22-Jul-20,97.27
23-Jul-20,92.85
24-Jul-20,92.62
27-Jul-20,94.81
28-Jul-20,93.25
29-Jul-20,95.04
30-Jul-20,96.19
31-Jul-20,106.26
03-Aug-20,108.94
04-Aug-20,109.67
05-Aug-20,110.06
06-Aug-20,113.9
07-Aug-20,111.11
10-Aug-20,112.73
11-Aug-20,109.38
12-Aug-20,113.01
13-Aug-20,115.01
14-Aug-20,114.91
17-Aug-20,114.61
18-Aug-20,115.56
19-Aug-20,115.71
20-Aug-20,118.28
21-Aug-20,124.37
24-Aug-20,125.86
25-Aug-20,124.83
26-Aug-20,126.52
27-Aug-20,125.01
28-Aug-20,124.81
31-Aug-20,129.04
01-Sep-20,134.18
02-Sep-20,131.4
03-Sep-20,120.88
04-Sep-20,120.96
08-Sep-20,112.82
09-Sep-20,117.32
10-Sep-20,113.49
11-Sep-20,112
14-Sep-20,115.36
15-Sep-20,115.54
16-Sep-20,112.13
17-Sep-20,110.34
18-Sep-20,106.84
21-Sep-20,110.08
22-Sep-20,111.81
23-Sep-20,107.12
24-Sep-20,108.22
25-Sep-20,112.28
28-Sep-20,114.96
29-Sep-20,114.09
30-Sep-20,115.81
01-Oct-20,116.79
02-Oct-20,113.02
05-Oct-20,116.5
06-Oct-20,113.16
07-Oct-20,115.08
08-Oct-20,114.97
09-Oct-20,116.97
12-Oct-20,124.4
13-Oct-20,121.1
14-Oct-20,121.19
15-Oct-20,120.71
16-Oct-20,119.02
19-Oct-20,115.98
20-Oct-20,117.51
21-Oct-20,116.87
22-Oct-20,115.75
23-Oct-20,115.04
26-Oct-20,115.05
27-Oct-20,116.6
28-Oct-20,111.2
29-Oct-20,115.32
30-Oct-20,108.86
02-Nov-20,108.77
03-Nov-20,110.44
04-Nov-20,114.95
05-Nov-20,119.03
06-Nov-20,118.69
09-Nov-20,116.32
10-Nov-20,115.97
11-Nov-20,119.49
12-Nov-20,119.21
13-Nov-20,119.26
16-Nov-20,120.3
17-Nov-20,119.39
18-Nov-20,118.03
19-Nov-20,118.64
20-Nov-20,117.34
23-Nov-20,113.85
24-Nov-20,115.17
25-Nov-20,116.03
27-Nov-20,116.59
30-Nov-20,119.05
01-Dec-20,122.72
02-Dec-20,123.08
03-Dec-20,122.94
04-Dec-20,122.25
07-Dec-20,123.75
08-Dec-20,124.38
09-Dec-20,121.78
10-Dec-20,123.24
11-Dec-20,122.41
14-Dec-20,121.78
15-Dec-20,127.88
16-Dec-20,127.81
17-Dec-20,128.7
18-Dec-20,126.66
21-Dec-20,128.23
22-Dec-20,131.88
23-Dec-20,130.96
24-Dec-20,131.97
28-Dec-20,136.69
29-Dec-20,134.87
30-Dec-20,133.72
31-Dec-20,132.69
04-Jan-21,129.41
05-Jan-21,131.01
06-Jan-21,126.6
07-Jan-21,130.92
08-Jan-21,132.05
11-Jan-21,128.98
12-Jan-21,128.8
13-Jan-21,130.89
14-Jan-21,128.91
15-Jan-21,127.14
19-Jan-21,127.83
20-Jan-21,132.03
21-Jan-21,136.87
22-Jan-21,139.07
25-Jan-21,142.92
26-Jan-21,143.16
27-Jan-21,142.06
28-Jan-21,137.09
29-Jan-21,131.96
01-Feb-21,134.14
02-Feb-21,134.99
03-Feb-21,133.94
04-Feb-21,137.39
05-Feb-21,136.76
08-Feb-21,136.91
09-Feb-21,136.01
10-Feb-21,135.39
11-Feb-21,135.13
12-Feb-21,135.37
16-Feb-21,133.19
17-Feb-21,130.84
18-Feb-21,129.71
19-Feb-21,129.87
22-Feb-21,126
23-Feb-21,125.86
24-Feb-21,125.35
25-Feb-21,120.99
26-Feb-21,121.26
01-Mar-21,127.79
02-Mar-21,125.12
03-Mar-21,122.06
04-Mar-21,120.13
05-Mar-21,121.42
08-Mar-21,116.36
09-Mar-21,121.09
10-Mar-21,119.98
11-Mar-21,121.96
12-Mar-21,121.03
15-Mar-21,123.99
16-Mar-21,125.57
17-Mar-21,124.76
18-Mar-21,120.53
19-Mar-21,119.99
22-Mar-21,123.39
23-Mar-21,122.54
24-Mar-21,120.09
25-Mar-21,120.59
26-Mar-21,121.21
29-Mar-21,121.39
30-Mar-21,119.9
31-Mar-21,122.15
01-Apr-21,123
05-Apr-21,125.9
06-Apr-21,126.21
07-Apr-21,127.9
08-Apr-21,130.36
09-Apr-21,133
12-Apr-21,131.24
13-Apr-21,134.43
14-Apr-21,132.03
15-Apr-21,134.5
16-Apr-21,134.16
19-Apr-21,134.84
20-Apr-21,133.11
21-Apr-21,133.5
22-Apr-21,131.94
23-Apr-21,134.32
26-Apr-21,134.72
27-Apr-21,134.39
28-Apr-21,133.58
29-Apr-21,133.48
30-Apr-21,131.46
03-May-21,132.54
04-May-21,127.85
05-May-21,128.1
06-May-21,129.74
07-May-21,130.21
10-May-21,126.85
11-May-21,125.91
12-May-21,122.77
13-May-21,124.97
14-May-21,127.45
17-May-21,126.27
18-May-21,124.85
19-May-21,124.69
20-May-21,127.31
21-May-21,125.43
24-May-21,127.1
25-May-21,126.9
26-May-21,126.85
27-May-21,125.28
28-May-21,124.61
01-Jun-21,124.28
02-Jun-21,125.06
03-Jun-21,123.54
04-Jun-21,125.89
07-Jun-21,125.9
08-Jun-21,126.74
09-Jun-21,127.13
10-Jun-21,126.11
11-Jun-21,127.35
14-Jun-21,130.48
15-Jun-21,129.64
16-Jun-21,130.15
17-Jun-21,131.79
18-Jun-21,130.46
21-Jun-21,132.3
22-Jun-21,133.98
23-Jun-21,133.7
24-Jun-21,133.41
25-Jun-21,133.11
28-Jun-21,134.78
29-Jun-21,136.33
30-Jun-21,136.96
01-Jul-21,137.27
02-Jul-21,139.96
06-Jul-21,142.02
07-Jul-21,144.57
08-Jul-21,143.24
09-Jul-21,145.11
12-Jul-21,144.5
13-Jul-21,145.64
14-Jul-21,149.15
15-Jul-21,148.48
16-Jul-21,146.39
19-Jul-21,142.45
20-Jul-21,146.15
21-Jul-21,145.4
22-Jul-21,146.8
23-Jul-21,148.56
26-Jul-21,148.99
27-Jul-21,146.77
28-Jul-21,144.98
29-Jul-21,145.64
30-Jul-21,145.86
02-Aug-21,145.52
03-Aug-21,147.36
04-Aug-21,146.95
05-Aug-21,147.06
06-Aug-21,146.14
09-Aug-21,146.09
10-Aug-21,145.6
11-Aug-21,145.86
12-Aug-21,148.89
13-Aug-21,149.1
16-Aug-21,151.12
17-Aug-21,150.19
18-Aug-21,146.36
19-Aug-21,146.7
20-Aug-21,148.19
23-Aug-21,149.71
24-Aug-21,149.62
25-Aug-21,148.36
26-Aug-21,147.54
27-Aug-21,148.6
30-Aug-21,153.12
31-Aug-21,151.83
01-Sep-21,152.51
02-Sep-21,153.65
03-Sep-21,154.3
07-Sep-21,156.69
08-Sep-21,155.11
09-Sep-21,154.07
10-Sep-21,148.97
13-Sep-21,149.55
14-Sep-21,148.12
15-Sep-21,149.03
16-Sep-21,148.79
17-Sep-21,146.06
20-Sep-21,142.94
21-Sep-21,143.43
22-Sep-21,145.85
23-Sep-21,146.83
24-Sep-21,146.92
27-Sep-21,145.37
28-Sep-21,141.91
29-Sep-21,142.83
30-Sep-21,141.5
01-Oct-21,142.65
04-Oct-21,139.14
05-Oct-21,141.11
06-Oct-21,142
07-Oct-21,143.29
08-Oct-21,142.9
11-Oct-21,142.81
12-Oct-21,141.51
13-Oct-21,140.91
14-Oct-21,143.76
15-Oct-21,144.84
18-Oct-21,146.55
19-Oct-21,148.76
20-Oct-21,149.26
21-Oct-21,149.48
22-Oct-21,148.69
25-Oct-21,148.64
26-Oct-21,149.32
27-Oct-21,148.85
28-Oct-21,152.57
29-Oct-21,149.8
01-Nov-21,148.96
02-Nov-21,150.02
03-Nov-21,151.49
04-Nov-21,150.96
05-Nov-21,151.28
08-Nov-21,150.44
09-Nov-21,150.81
10-Nov-21,147.92
11-Nov-21,147.87
12-Nov-21,149.99
15-Nov-21,150
16-Nov-21,151
17-Nov-21,153.49
18-Nov-21,157.87
19-Nov-21,160.55
22-Nov-21,161.02
23-Nov-21,161.41
24-Nov-21,161.94
26-Nov-21,156.81
29-Nov-21,160.24
30-Nov-21,165.3
01-Dec-21,164.77
02-Dec-21,163.76
03-Dec-21,161.84
06-Dec-21,165.32
07-Dec-21,171.18
08-Dec-21,175.08
09-Dec-21,174.56
10-Dec-21,179.45
13-Dec-21,175.74
14-Dec-21,174.33
15-Dec-21,179.3
16-Dec-21,172.26
17-Dec-21,171.14
20-Dec-21,169.75
21-Dec-21,172.99
22-Dec-21,175.64
23-Dec-21,176.28
27-Dec-21,180.33
28-Dec-21,179.29
29-Dec-21,179.38
30-Dec-21,178.2
31-Dec-21,177.57
03-Jan-22,182.01
04-Jan-22,179.7
05-Jan-22,174.92
06-Jan-22,172
07-Jan-22,172.17
10-Jan-22,172.19
11-Jan-22,175.08
12-Jan-22,175.53
13-Jan-22,172.19
14-Jan-22,173.07
18-Jan-22,169.8
19-Jan-22,166.23
20-Jan-22,164.51
21-Jan-22,162.41
24-Jan-22,161.62
25-Jan-22,159.78
26-Jan-22,159.69
27-Jan-22,159.22
28-Jan-22,170.33
31-Jan-22,174.78
01-Feb-22,174.61
02-Feb-22,175.84
03-Feb-22,172.9
04-Feb-22,172.39
07-Feb-22,171.66
08-Feb-22,174.83
09-Feb-22,176.28
10-Feb-22,172.12
11-Feb-22,168.64
14-Feb-22,168.88
15-Feb-22,172.79
16-Feb-22,172.55
17-Feb-22,168.88
18-Feb-22,167.3
22-Feb-22,164.32
23-Feb-22,160.07
24-Feb-22,162.74
25-Feb-22,164.85
28-Feb-22,165.12
01-Mar-22,163.2
02-Mar-22,166.56
03-Mar-22,166.23
04-Mar-22,163.17
07-Mar-22,159.3
08-Mar-22,157.44
09-Mar-22,162.95
10-Mar-22,158.52
11-Mar-22,154.73
14-Mar-22,150.62
15-Mar-22,155.09
16-Mar-22,159.59
17-Mar-22,160.62
18-Mar-22,163.98
21-Mar-22,165.38
22-Mar-22,168.82
23-Mar-22,170.21
24-Mar-22,174.07
25-Mar-22,174.72
28-Mar-22,175.6
29-Mar-22,178.96
30-Mar-22,177.77
31-Mar-22,174.61
01-Apr-22,174.31
04-Apr-22,178.44
05-Apr-22,175.06
06-Apr-22,171.83
07-Apr-22,172.14
08-Apr-22,170.09
11-Apr-22,165.75
12-Apr-22,167.66
13-Apr-22,170.4
14-Apr-22,165.29
18-Apr-22,165.07
19-Apr-22,167.4
20-Apr-22,167.23
21-Apr-22,166.42
22-Apr-22,161.79
25-Apr-22,162.88
26-Apr-22,156.8
27-Apr-22,156.57
28-Apr-22,163.64
29-Apr-22,157.65
02-May-22,157.96
03-May-22,159.48
04-May-22,166.02
05-May-22,156.77
06-May-22,157.28
09-May-22,152.06
10-May-22,154.51
11-May-22,146.5
12-May-22,142.56
13-May-22,147.11
16-May-22,145.54
17-May-22,149.24
18-May-22,140.82
19-May-22,137.35
20-May-22,137.59
23-May-22,143.11
24-May-22,140.36
25-May-22,140.52
26-May-22,143.78
27-May-22,149.64
31-May-22,148.84
01-Jun-22,148.71
02-Jun-22,151.21
03-Jun-22,145.38
06-Jun-22,146.14
07-Jun-22,148.71
08-Jun-22,147.96
09-Jun-22,142.64
10-Jun-22,137.13
13-Jun-22,131.88
14-Jun-22,132.76
15-Jun-22,135.43
16-Jun-22,130.06
17-Jun-22,131.56
21-Jun-22,135.87
22-Jun-22,135.35
23-Jun-22,138.27
24-Jun-22,141.66
27-Jun-22,141.66
28-Jun-22,137.44
29-Jun-22,139.23
30-Jun-22,136.72
01-Jul-22,138.93
05-Jul-22,141.56
06-Jul-22,142.92
07-Jul-22,146.35
08-Jul-22,147.04
11-Jul-22,144.87
12-Jul-22,145.86
13-Jul-22,145.49
14-Jul-22,148.47
15-Jul-22,150.17
18-Jul-22,147.07
19-Jul-22,151
20-Jul-22,153.04
21-Jul-22,155.35
22-Jul-22,154.09
25-Jul-22,152.95
26-Jul-22,151.6
27-Jul-22,156.79
28-Jul-22,157.35
29-Jul-22,162.51
01-Aug-22,161.51
02-Aug-22,160.01
03-Aug-22,166.13
04-Aug-22,165.81
05-Aug-22,165.35
08-Aug-22,164.87
09-Aug-22,164.92
10-Aug-22,169.24
11-Aug-22,168.49
12-Aug-22,172.1
15-Aug-22,173.19
16-Aug-22,173.03
17-Aug-22,174.55
18-Aug-22,174.15
19-Aug-22,171.52
22-Aug-22,167.57
23-Aug-22,167.23
24-Aug-22,167.53
25-Aug-22,170.03
26-Aug-22,163.62
29-Aug-22,161.38
30-Aug-22,158.91
31-Aug-22,157.22
01-Sep-22,157.96
02-Sep-22,155.81
06-Sep-22,154.53
07-Sep-22,155.96
08-Sep-22,154.46
09-Sep-22,157.37
12-Sep-22,163.43
13-Sep-22,153.84
14-Sep-22,155.31
15-Sep-22,152.37
16-Sep-22,150.7
19-Sep-22,154.48
20-Sep-22,156.9
21-Sep-22,153.72
22-Sep-22,152.74
23-Sep-22,150.43
26-Sep-22,150.77
27-Sep-22,151.76
28-Sep-22,149.84
29-Sep-22,142.48
30-Sep-22,138.2
03-Oct-22,142.45
04-Oct-22,146.1
05-Oct-22,146.4
06-Oct-22,145.43
07-Oct-22,140.09
10-Oct-22,140.42
11-Oct-22,138.98
12-Oct-22,138.34
13-Oct-22,142.99
14-Oct-22,138.38
17-Oct-22,142.41
18-Oct-22,143.75
19-Oct-22,143.86
20-Oct-22,143.39
21-Oct-22,147.27
24-Oct-22,149.45
25-Oct-22,152.34
26-Oct-22,149.35
27-Oct-22,144.8
28-Oct-22,155.74
31-Oct-22,153.34
01-Nov-22,150.65
02-Nov-22,145.03
03-Nov-22,138.88
04-Nov-22,138.38
07-Nov-22,138.92
08-Nov-22,139.5
09-Nov-22,134.87
10-Nov-22,146.87
11-Nov-22,149.7
14-Nov-22,148.28
15-Nov-22,150.04
16-Nov-22,148.79
17-Nov-22,150.72
18-Nov-22,151.29
21-Nov-22,148.01
22-Nov-22,150.18
23-Nov-22,151.07
25-Nov-22,148.11
28-Nov-22,144.22
29-Nov-22,141.17
30-Nov-22,148.03
01-Dec-22,148.31
02-Dec-22,147.81
05-Dec-22,146.63
06-Dec-22,142.91
07-Dec-22,140.94
08-Dec-22,142.65
09-Dec-22,142.16
12-Dec-22,144.49
13-Dec-22,145.47
14-Dec-22,143.21
15-Dec-22,136.5
16-Dec-22,134.51
19-Dec-22,132.37
20-Dec-22,132.3
21-Dec-22,135.45
22-Dec-22,132.23
23-Dec-22,131.86
27-Dec-22,130.03
28-Dec-22,126.04
29-Dec-22,129.61
30-Dec-22,129.93
03-Jan-23,125.07
04-Jan-23,126.36
05-Jan-23,125.02
06-Jan-23,129.62
09-Jan-23,130.15
10-Jan-23,130.73
11-Jan-23,133.49
12-Jan-23,133.41
13-Jan-23,134.76
17-Jan-23,135.94
18-Jan-23,135.21
19-Jan-23,135.27
20-Jan-23,137.87
23-Jan-23,141.11
24-Jan-23,142.53
25-Jan-23,141.86
26-Jan-23,143.96
27-Jan-23,145.93
30-Jan-23,143
31-Jan-23,144.29
01-Feb-23,145.43
02-Feb-23,150.82
03-Feb-23,154.5
06-Feb-23,151.73
07-Feb-23,154.65
08-Feb-23,151.92
09-Feb-23,150.87
10-Feb-23,151.01
13-Feb-23,153.85
14-Feb-23,153.2
15-Feb-23,155.33
16-Feb-23,153.71
17-Feb-23,152.55
21-Feb-23,148.48
22-Feb-23,148.91
23-Feb-23,149.4
24-Feb-23,146.71
27-Feb-23,147.92
28-Feb-23,147.41
01-Mar-23,145.31
02-Mar-23,145.91
03-Mar-23,151.03
06-Mar-23,153.83
07-Mar-23,151.6
08-Mar-23,152.87
09-Mar-23,150.59
10-Mar-23,148.5
13-Mar-23,150.47
14-Mar-23,152.59
15-Mar-23,152.99